Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
Live,10/9/2009 9:45:06 AM,6666,5555,+444,5555,TestFlight9,3323,5555,Foot,Kmh
